Rule   (Support, Confidence) 
3,11,125 -> 243  (60.1537%, 95.512%)
3,11,243 -> 125  (60.1537%, 99.9544%)
3,125,243 -> 11  (60.1537%, 99.6817%)
11,125,243 -> 3  (60.1537%, 100%)
3 -> 11,192,243  (60.1537%, 64.8521%)
11 -> 3,192,243  (60.1537%, 94.3201%)
192 -> 3,11,243  (60.1537%, 75.3006%)
243 -> 3,11,192  (60.1537%, 99.5911%)
3,11 -> 192,243  (60.1537%, 94.4828%)
3,192 -> 11,243  (60.1537%, 76.1905%)
3,243 -> 11,192  (60.1537%, 99.5911%)
11,192 -> 3,243  (60.1537%, 95.0564%)
11,243 -> 3,192  (60.1537%, 99.9544%)
192,243 -> 3,11  (60.1537%, 99.6817%)
3,11,192 -> 243  (60.1537%, 95.1389%)
3,11,243 -> 192  (60.1537%, 99.9544%)
3,192,243 -> 11  (60.1537%, 99.6817%)
11,192,243 -> 3  (60.1537%, 100%)
33 -> 174,192  (60.1262%, 81.5104%)
174 -> 33,192  (60.1262%, 94.0747%)
192 -> 33,174  (60.1262%, 75.2662%)
33,174 -> 192  (60.1262%, 99.0954%)
33,192 -> 174  (60.1262%, 83.8179%)
174,192 -> 33  (60.1262%, 96.8184%)
11 -> 33,243  (60.0988%, 94.2341%)
33 -> 11,243  (60.0988%, 81.4732%)
243 -> 11,33  (60.0988%, 99.5002%)
11,33 -> 243  (60.0988%, 95.3418%)
11,243 -> 33  (60.0988%, 99.8632%)
33,243 -> 11  (60.0988%, 99.7268%)
3 -> 11,33,243  (60.0988%, 64.7929%)
11 -> 3,33,243  (60.0988%, 94.2341%)
33 -> 3,11,243  (60.0988%, 81.4732%)
243 -> 3,11,33  (60.0988%, 99.5002%)
3,11 -> 33,243  (60.0988%, 94.3966%)
3,33 -> 11,243  (60.0988%, 81.6555%)
3,243 -> 11,33  (60.0988%, 99.5002%)
11,33 -> 3,243  (60.0988%, 95.3418%)
11,243 -> 3,33  (60.0988%, 99.8632%)
33,243 -> 3,11  (60.0988%, 99.7268%)
3,11,33 -> 243  (60.0988%, 95.4248%)
3,11,243 -> 33  (60.0988%, 99.8632%)
3,33,243 -> 11  (60.0988%, 99.7268%)
11,33,243 -> 3  (60.0988%, 100%)
3 -> 33,174,192  (60.0988%, 64.7929%)
33 -> 3,174,192  (60.0988%, 81.4732%)
174 -> 3,33,192  (60.0988%, 94.0318%)
192 -> 3,33,174  (60.0988%, 75.2319%)
3,33 -> 174,192  (60.0988%, 81.6555%)
3,174 -> 33,192  (60.0988%, 94.6413%)
3,192 -> 33,174  (60.0988%, 76.121%)
33,174 -> 3,192  (60.0988%, 99.0502%)
33,192 -> 3,174  (60.0988%, 83.7796%)
174,192 -> 3,33  (60.0988%, 96.7742%)
3,33,174 -> 192  (60.0988%, 99.095%)
3,33,192 -> 174  (60.0988%, 83.8759%)
3,174,192 -> 33  (60.0988%, 96.817%)
33,174,192 -> 3  (60.0988%, 99.9544%)
33 -> 45,174  (60.0165%, 81.3616%)
45 -> 33,174  (60.0165%, 82.9352%)
174 -> 33,45  (60.0165%, 93.903%)
33,45 -> 174  (60.0165%, 88.4351%)
33,174 -> 45  (60.0165%, 98.9145%)
45,174 -> 33  (60.0165%, 97.7649%)
45 -> 125,174  (59.989%, 82.8972%)
125 -> 45,174  (59.989%, 83.9155%)
174 -> 45,125  (59.989%, 93.86%)
45,125 -> 174  (59.989%, 88.7896%)
45,174 -> 125  (59.989%, 97.7202%)
125,174 -> 45  (59.989%, 97.8076%)
3 -> 33,45,174  (59.989%, 64.6746%)
33 -> 3,45,174  (59.989%, 81.3244%)
45 -> 3,33,174  (59.989%, 82.8972%)
174 -> 3,33,45  (59.989%, 93.86%)
3,33 -> 45,174  (59.989%, 81.5063%)
3,45 -> 33,174  (59.989%, 83.1811%)
3,174 -> 33,45  (59.989%, 94.4685%)
33,45 -> 3,174  (59.989%, 88.3947%)
33,174 -> 3,45  (59.989%, 98.8693%)
45,174 -> 3,33  (59.989%, 97.7202%)
3,33,45 -> 174  (59.989%, 88.4662%)
3,33,174 -> 45  (59.989%, 98.914%)
3,45,174 -> 33  (59.989%, 97.8514%)
33,45,174 -> 3  (59.989%, 99.9543%)
33 -> 125,174  (59.9616%, 81.2872%)
125 -> 33,174  (59.9616%, 83.8772%)
174 -> 33,125  (59.9616%, 93.8171%)
33,125 -> 174  (59.9616%, 87.5752%)
33,174 -> 125  (59.9616%, 98.8241%)
125,174 -> 33  (59.9616%, 97.7629%)
3 -> 45,125,174  (59.9616%, 64.645%)
45 -> 3,125,174  (59.9616%, 82.8593%)
125 -> 3,45,174  (59.9616%, 83.8772%)
174 -> 3,45,125  (59.9616%, 93.8171%)
3,45 -> 125,174  (59.9616%, 83.1431%)
3,125 -> 45,174  (59.9616%, 84.1032%)
3,174 -> 45,125  (59.9616%, 94.4252%)
45,125 -> 3,174  (59.9616%, 88.749%)
45,174 -> 3,125  (59.9616%, 97.6755%)
125,174 -> 3,45  (59.9616%, 97.7629%)
3,45,125 -> 174  (59.9616%, 88.8934%)
3,45,174 -> 125  (59.9616%, 97.8066%)
3,125,174 -> 45  (59.9616%, 97.8066%)
45,125,174 -> 3  (59.9616%, 99.9543%)
91 -> 243  (59.9341%, 76.4438%)
243 -> 91  (59.9341%, 99.2276%)
3 -> 91,243  (59.9341%, 64.6154%)
91 -> 3,243  (59.9341%, 76.4438%)
243 -> 3,91  (59.9341%, 99.2276%)
3,91 -> 243  (59.9341%, 77.2004%)
3,243 -> 91  (59.9341%, 99.2276%)
91,243 -> 3  (59.9341%, 100%)
5 -> 91,243  (59.9341%, 70.9782%)
91 -> 5,243  (59.9341%, 76.4438%)
243 -> 5,91  (59.9341%, 99.2276%)
5,91 -> 243  (59.9341%, 77.9443%)
5,243 -> 91  (59.9341%, 99.2276%)
91,243 -> 5  (59.9341%, 100%)
6 -> 91,243  (59.9341%, 67.5952%)
91 -> 6,243  (59.9341%, 76.4438%)
243 -> 6,91  (59.9341%, 99.2276%)
6,91 -> 243  (59.9341%, 77.6395%)
6,243 -> 91  (59.9341%, 99.2276%)
91,243 -> 6  (59.9341%, 100%)
45 -> 91,243  (59.9341%, 82.8214%)
91 -> 45,243  (59.9341%, 76.4438%)
243 -> 45,91  (59.9341%, 99.2276%)
45,91 -> 243  (59.9341%, 87.6053%)
45,243 -> 91  (59.9341%, 99.2727%)
91,243 -> 45  (59.9341%, 100%)
3 -> 5,91,243  (59.9341%, 64.6154%)
5 -> 3,91,243  (59.9341%, 70.9782%)
91 -> 3,5,243  (59.9341%, 76.4438%)
243 -> 3,5,91  (59.9341%, 99.2276%)
3,5 -> 91,243  (59.9341%, 72.27%)
3,91 -> 5,243  (59.9341%, 77.2004%)
3,243 -> 5,91  (59.9341%, 99.2276%)
5,91 -> 3,243  (59.9341%, 77.9443%)
5,243 -> 3,91  (59.9341%, 99.2276%)
91,243 -> 3,5  (59.9341%, 100%)
3,5,91 -> 243  (59.9341%, 78.1675%)
3,5,243 -> 91  (59.9341%, 99.2276%)
3,91,243 -> 5  (59.9341%, 100%)
5,91,243 -> 3  (59.9341%, 100%)
3 -> 6,91,243  (59.9341%, 64.6154%)
6 -> 3,91,243  (59.9341%, 67.5952%)
91 -> 3,6,243  (59.9341%, 76.4438%)
243 -> 3,6,91  (59.9341%, 99.2276%)
3,6 -> 91,243  (59.9341%, 68.6792%)
3,91 -> 6,243  (59.9341%, 77.2004%)
3,243 -> 6,91  (59.9341%, 99.2276%)
6,91 -> 3,243  (59.9341%, 77.6395%)
6,243 -> 3,91  (59.9341%, 99.2276%)
91,243 -> 3,6  (59.9341%, 100%)
3,6,91 -> 243  (59.9341%, 77.7778%)
3,6,243 -> 91  (59.9341%, 99.2276%)
3,91,243 -> 6  (59.9341%, 100%)
6,91,243 -> 3  (59.9341%, 100%)
3 -> 33,125,174  (59.9341%, 64.6154%)
33 -> 3,125,174  (59.9341%, 81.25%)
125 -> 3,33,174  (59.9341%, 83.8388%)
174 -> 3,33,125  (59.9341%, 93.7742%)
3,33 -> 125,174  (59.9341%, 81.4318%)
3,125 -> 33,174  (59.9341%, 84.0647%)
3,174 -> 33,125  (59.9341%, 94.382%)
33,125 -> 3,174  (59.9341%, 87.5351%)
33,174 -> 3,125  (59.9341%, 98.7788%)
125,174 -> 3,33  (59.9341%, 97.7181%)
3,33,125 -> 174  (59.9341%, 87.6053%)
3,33,174 -> 125  (59.9341%, 98.8235%)
3,125,174 -> 33  (59.9341%, 97.7619%)
33,125,174 -> 3  (59.9341%, 99.9542%)
3 -> 45,91,243  (59.9341%, 64.6154%)
45 -> 3,91,243  (59.9341%, 82.8214%)
91 -> 3,45,243  (59.9341%, 76.4438%)
243 -> 3,45,91  (59.9341%, 99.2276%)
3,45 -> 91,243  (59.9341%, 83.105%)
3,91 -> 45,243  (59.9341%, 77.2004%)
3,243 -> 45,91  (59.9341%, 99.2276%)
45,91 -> 3,243  (59.9341%, 87.6053%)
45,243 -> 3,91  (59.9341%, 99.2727%)
91,243 -> 3,45  (59.9341%, 100%)
3,45,91 -> 243  (59.9341%, 87.7108%)
3,45,243 -> 91  (59.9341%, 99.2727%)
3,91,243 -> 45  (59.9341%, 100%)
45,91,243 -> 3  (59.9341%, 100%)
91 -> 125,243  (59.8793%, 76.3738%)
125 -> 91,243  (59.8793%, 83.762%)
243 -> 91,125  (59.8793%, 99.1368%)
91,125 -> 243  (59.8793%, 87.4199%)
91,243 -> 125  (59.8793%, 99.9084%)
125,243 -> 91  (59.8793%, 99.2269%)
91 -> 192,243  (59.8793%, 76.3738%)
192 -> 91,243  (59.8793%, 74.9571%)
243 -> 91,192  (59.8793%, 99.1368%)
91,192 -> 243  (59.8793%, 78.9436%)
91,243 -> 192  (59.8793%, 99.9084%)
192,243 -> 91  (59.8793%, 99.2269%)
91 -> 197,243  (59.8793%, 76.3738%)
197 -> 91,243  (59.8793%, 75.4495%)
243 -> 91,197  (59.8793%, 99.1368%)
91,197 -> 243  (59.8793%, 79.5479%)
91,243 -> 197  (59.8793%, 99.9084%)
197,243 -> 91  (59.8793%, 99.3173%)
3 -> 91,125,243  (59.8793%, 64.5562%)
91 -> 3,125,243  (59.8793%, 76.3738%)
125 -> 3,91,243  (59.8793%, 83.762%)
243 -> 3,91,125  (59.8793%, 99.1368%)
3,91 -> 125,243  (59.8793%, 77.1297%)
3,125 -> 91,243  (59.8793%, 83.9877%)
3,243 -> 91,125  (59.8793%, 99.1368%)
91,125 -> 3,243  (59.8793%, 87.4199%)
91,243 -> 3,125  (59.8793%, 99.9084%)
125,243 -> 3,91  (59.8793%, 99.2269%)
3,91,125 -> 243  (59.8793%, 87.5251%)
3,91,243 -> 125  (59.8793%, 99.9084%)
3,125,243 -> 91  (59.8793%, 99.2269%)
91,125,243 -> 3  (59.8793%, 100%)
33 -> 91,243  (59.7969%, 81.064%)
91 -> 33,243  (59.7969%, 76.2688%)
243 -> 33,91  (59.7969%, 99.0005%)
33,91 -> 243  (59.7969%, 85.0176%)
33,243 -> 91  (59.7969%, 99.2259%)
91,243 -> 33  (59.7969%, 99.7711%)
3 -> 33,91,243  (59.7969%, 64.4675%)
33 -> 3,91,243  (59.7969%, 81.064%)
91 -> 3,33,243  (59.7969%, 76.2688%)
243 -> 3,33,91  (59.7969%, 99.0005%)
3,33 -> 91,243  (59.7969%, 81.2453%)
3,91 -> 33,243  (59.7969%, 77.0237%)
3,243 -> 33,91  (59.7969%, 99.0005%)
33,91 -> 3,243  (59.7969%, 85.0176%)
33,243 -> 3,91  (59.7969%, 99.2259%)
91,243 -> 3,33  (59.7969%, 99.7711%)
3,33,91 -> 243  (59.7969%, 85.0176%)
3,33,243 -> 91  (59.7969%, 99.2259%)
3,91,243 -> 33  (59.7969%, 99.7711%)
33,91,243 -> 3  (59.7969%, 100%)
11 -> 91,243  (59.7695%, 93.7177%)
91 -> 11,243  (59.7695%, 76.2338%)
243 -> 11,91  (59.7695%, 98.955%)
11,91 -> 243  (59.7695%, 95.8205%)
11,243 -> 91  (59.7695%, 99.316%)
91,243 -> 11  (59.7695%, 99.7253%)
3 -> 11,91,243  (59.7695%, 64.4379%)
11 -> 3,91,243  (59.7695%, 93.7177%)
91 -> 3,11,243  (59.7695%, 76.2338%)
243 -> 3,11,91  (59.7695%, 98.955%)
3,11 -> 91,243  (59.7695%, 93.8793%)
3,91 -> 11,243  (59.7695%, 76.9883%)
3,243 -> 11,91  (59.7695%, 98.955%)
11,91 -> 3,243  (59.7695%, 95.8205%)
11,243 -> 3,91  (59.7695%, 99.316%)
91,243 -> 3,11  (59.7695%, 99.7253%)
3,11,91 -> 243  (59.7695%, 95.8205%)
3,11,243 -> 91  (59.7695%, 99.316%)
3,91,243 -> 11  (59.7695%, 99.7253%)
11,91,243 -> 3  (59.7695%, 100%)
91 -> 125,174  (59.742%, 76.1988%)
125 -> 91,174  (59.742%, 83.5701%)
174 -> 91,125  (59.742%, 93.4736%)
91,125 -> 174  (59.742%, 87.2196%)
91,174 -> 125  (59.742%, 98.3732%)
125,174 -> 91  (59.742%, 97.4049%)
3 -> 91,125,174  (59.742%, 64.4083%)
91 -> 3,125,174  (59.742%, 76.1988%)
125 -> 3,91,174  (59.742%, 83.5701%)
174 -> 3,91,125  (59.742%, 93.4736%)
3,91 -> 125,174  (59.742%, 76.953%)
3,125 -> 91,174  (59.742%, 83.7952%)
3,174 -> 91,125  (59.742%, 94.0795%)
91,125 -> 3,174  (59.742%, 87.2196%)
91,174 -> 3,125  (59.742%, 98.3732%)
125,174 -> 3,91  (59.742%, 97.4049%)
3,91,125 -> 174  (59.742%, 87.3245%)
3,91,174 -> 125  (59.742%, 98.4177%)
3,125,174 -> 91  (59.742%, 97.4485%)
91,125,174 -> 3  (59.742%, 100%)
4 -> 197  (59.5774%, 84.6724%)
197 -> 4  (59.5774%, 75.0692%)
33 -> 91,174  (59.4676%, 80.6176%)
91 -> 33,174  (59.4676%, 75.8488%)
174 -> 33,91  (59.4676%, 93.0442%)
33,91 -> 174  (59.4676%, 84.5494%)
33,174 -> 91  (59.4676%, 98.01%)
91,174 -> 33  (59.4676%, 97.9214%)
45 -> 91,174  (59.4676%, 82.1767%)
91 -> 45,174  (59.4676%, 75.8488%)
174 -> 45,91  (59.4676%, 93.0442%)
45,91 -> 174  (59.4676%, 86.9234%)
45,174 -> 91  (59.4676%, 96.8708%)
91,174 -> 45  (59.4676%, 97.9214%)
3 -> 33,91,174  (59.4676%, 64.1124%)
33 -> 3,91,174  (59.4676%, 80.6176%)
91 -> 3,33,174  (59.4676%, 75.8488%)
174 -> 3,33,91  (59.4676%, 93.0442%)
3,33 -> 91,174  (59.4676%, 80.7979%)
3,91 -> 33,174  (59.4676%, 76.5995%)
3,174 -> 33,91  (59.4676%, 93.6474%)
33,91 -> 3,174  (59.4676%, 84.5494%)
33,174 -> 3,91  (59.4676%, 98.01%)
91,174 -> 3,33  (59.4676%, 97.9214%)
3,33,91 -> 174  (59.4676%, 84.5494%)
3,33,174 -> 91  (59.4676%, 98.0543%)
3,91,174 -> 33  (59.4676%, 97.9656%)
33,91,174 -> 3  (59.4676%, 100%)
3 -> 45,91,174  (59.4402%, 64.0828%)
45 -> 3,91,174  (59.4402%, 82.1388%)
91 -> 3,45,174  (59.4402%, 75.8138%)
174 -> 3,45,91  (59.4402%, 93.0013%)
3,45 -> 91,174  (59.4402%, 82.4201%)
3,91 -> 45,174  (59.4402%, 76.5642%)
3,174 -> 45,91  (59.4402%, 93.6041%)
45,91 -> 3,174  (59.4402%, 86.8833%)
45,174 -> 3,91  (59.4402%, 96.8261%)
91,174 -> 3,45  (59.4402%, 97.8762%)
3,45,91 -> 174  (59.4402%, 86.988%)
3,45,174 -> 91  (59.4402%, 96.9561%)
3,91,174 -> 45  (59.4402%, 97.9204%)
45,91,174 -> 3  (59.4402%, 99.9539%)
3 -> 4,197  (59.303%, 63.9349%)
4 -> 3,197  (59.303%, 84.2824%)
197 -> 3,4  (59.303%, 74.7234%)
3,4 -> 197  (59.303%, 85.9245%)
3,197 -> 4  (59.303%, 75.0087%)
4,197 -> 3  (59.303%, 99.5394%)
33 -> 195,197  (59.303%, 80.3943%)
195 -> 33,197  (59.303%, 86.7175%)
197 -> 33,195  (59.303%, 74.7234%)
33,195 -> 197  (59.303%, 97.6944%)
33,197 -> 195  (59.303%, 82.6386%)
195,197 -> 33  (59.303%, 92.1928%)
3 -> 33,195,197  (59.2755%, 63.9053%)
33 -> 3,195,197  (59.2755%, 80.3571%)
195 -> 3,33,197  (59.2755%, 86.6774%)
197 -> 3,33,195  (59.2755%, 74.6888%)
3,33 -> 195,197  (59.2755%, 80.5369%)
3,195 -> 33,197  (59.2755%, 87.2023%)
3,197 -> 33,195  (59.2755%, 74.974%)
33,195 -> 3,197  (59.2755%, 97.6492%)
33,197 -> 3,195  (59.2755%, 82.6004%)
195,197 -> 3,33  (59.2755%, 92.1502%)
3,33,195 -> 197  (59.2755%, 97.7818%)
3,33,197 -> 195  (59.2755%, 82.632%)
3,195,197 -> 33  (59.2755%, 92.3867%)
33,195,197 -> 3  (59.2755%, 99.9537%)
4 -> 192  (59.2481%, 84.2044%)
192 -> 4  (59.2481%, 74.167%)
4 -> 6,197  (59.1658%, 84.0874%)
6 -> 4,197  (59.1658%, 66.7286%)
197 -> 4,6  (59.1658%, 74.5505%)
4,6 -> 197  (59.1658%, 88.9072%)
4,197 -> 6  (59.1658%, 99.3091%)
6,197 -> 4  (59.1658%, 75.0174%)
3 -> 4,192  (59.1383%, 63.7574%)
4 -> 3,192  (59.1383%, 84.0484%)
192 -> 3,4  (59.1383%, 74.0295%)
3,4 -> 192  (59.1383%, 85.6859%)
3,192 -> 4  (59.1383%, 74.9044%)
4,192 -> 3  (59.1383%, 99.8147%)
4 -> 5,197  (59.056%, 83.9314%)
5 -> 4,197  (59.056%, 69.9383%)
197 -> 4,5  (59.056%, 74.4122%)
4,5 -> 197  (59.056%, 94.5103%)
4,197 -> 5  (59.056%, 99.1248%)
5,197 -> 4  (59.056%, 74.9304%)
33 -> 192,195  (59.056%, 80.0595%)
192 -> 33,195  (59.056%, 73.9265%)
195 -> 33,192  (59.056%, 86.3563%)
33,192 -> 195  (59.056%, 82.3259%)
33,195 -> 192  (59.056%, 97.2875%)
192,195 -> 33  (59.056%, 92.8387%)
3 -> 33,192,195  (59.0285%, 63.6391%)
33 -> 3,192,195  (59.0285%, 80.0223%)
192 -> 3,33,195  (59.0285%, 73.8921%)
195 -> 3,33,192  (59.0285%, 86.3162%)
3,33 -> 192,195  (59.0285%, 80.2013%)
3,192 -> 33,195  (59.0285%, 74.7654%)
3,195 -> 33,192  (59.0285%, 86.8389%)
33,192 -> 3,195  (59.0285%, 82.2877%)
33,195 -> 3,192  (59.0285%, 97.2423%)
192,195 -> 3,33  (59.0285%, 92.7955%)
3,33,192 -> 195  (59.0285%, 82.3822%)
3,33,195 -> 192  (59.0285%, 97.3744%)
3,192,195 -> 33  (59.0285%, 92.8356%)
33,192,195 -> 3  (59.0285%, 99.9535%)
3 -> 4,6,197  (58.8913%, 63.4911%)
4 -> 3,6,197  (58.8913%, 83.6973%)
6 -> 3,4,197  (58.8913%, 66.4191%)
197 -> 3,4,6  (58.8913%, 74.2047%)
3,4 -> 6,197  (58.8913%, 85.328%)
3,6 -> 4,197  (58.8913%, 67.4843%)
3,197 -> 4,6  (58.8913%, 74.488%)
4,6 -> 3,197  (58.8913%, 88.4948%)
4,197 -> 3,6  (58.8913%, 98.8485%)
6,197 -> 3,4  (58.8913%, 74.6695%)
3,4,6 -> 197  (58.8913%, 89.2679%)
3,4,197 -> 6  (58.8913%, 99.3059%)
3,6,197 -> 4  (58.8913%, 74.9563%)
4,6,197 -> 3  (58.8913%, 99.5362%)
11 -> 221  (58.809%, 92.2117%)
221 -> 11  (58.809%, 81.5759%)
6 -> 11,221  (58.809%, 66.3262%)
11 -> 6,221  (58.809%, 92.2117%)
221 -> 6,11  (58.809%, 81.5759%)
6,11 -> 221  (58.809%, 92.3309%)
6,221 -> 11  (58.809%, 82.5819%)
11,221 -> 6  (58.809%, 100%)
3 -> 11,221  (58.7816%, 63.3728%)
11 -> 3,221  (58.7816%, 92.1687%)
221 -> 3,11  (58.7816%, 81.5379%)
3,11 -> 221  (58.7816%, 92.3276%)
3,221 -> 11  (58.7816%, 81.8807%)
11,221 -> 3  (58.7816%, 99.9533%)
3 -> 4,5,197  (58.7816%, 63.3728%)
4 -> 3,5,197  (58.7816%, 83.5413%)
5 -> 3,4,197  (58.7816%, 69.6133%)
197 -> 3,4,5  (58.7816%, 74.0664%)
3,4 -> 5,197  (58.7816%, 85.169%)
3,5 -> 4,197  (58.7816%, 70.8802%)
3,197 -> 4,5  (58.7816%, 74.3492%)
4,5 -> 3,197  (58.7816%, 94.0711%)
4,197 -> 3,5  (58.7816%, 98.6642%)
5,197 -> 3,4  (58.7816%, 74.5822%)
3,4,5 -> 197  (58.7816%, 95.2%)
3,4,197 -> 5  (58.7816%, 99.1208%)
3,5,197 -> 4  (58.7816%, 74.8428%)
4,5,197 -> 3  (58.7816%, 99.5353%)
3 -> 6,11,221  (58.7816%, 63.3728%)
6 -> 3,11,221  (58.7816%, 66.2953%)
11 -> 3,6,221  (58.7816%, 92.1687%)
221 -> 3,6,11  (58.7816%, 81.5379%)
3,6 -> 11,221  (58.7816%, 67.3585%)
3,11 -> 6,221  (58.7816%, 92.3276%)
3,221 -> 6,11  (58.7816%, 81.8807%)
6,11 -> 3,221  (58.7816%, 92.2878%)
6,221 -> 3,11  (58.7816%, 82.5434%)
11,221 -> 3,6  (58.7816%, 99.9533%)
3,6,11 -> 221  (58.7816%, 92.4072%)
3,6,221 -> 11  (58.7816%, 82.8306%)
3,11,221 -> 6  (58.7816%, 100%)
6,11,221 -> 3  (58.7816%, 99.9533%)
5 -> 11,221  (58.7541%, 69.5808%)
11 -> 5,221  (58.7541%, 92.1256%)
221 -> 5,11  (58.7541%, 81.4998%)
5,11 -> 221  (58.7541%, 92.2845%)
5,221 -> 11  (58.7541%, 87.9984%)
11,221 -> 5  (58.7541%, 99.9067%)
3 -> 5,11,221  (58.7267%, 63.3136%)
5 -> 3,11,221  (58.7267%, 69.5483%)
11 -> 3,5,221  (58.7267%, 92.0826%)
221 -> 3,5,11  (58.7267%, 81.4617%)
3,5 -> 11,221  (58.7267%, 70.814%)
3,11 -> 5,221  (58.7267%, 92.2414%)
3,221 -> 5,11  (58.7267%, 81.8043%)
5,11 -> 3,221  (58.7267%, 92.2414%)
5,221 -> 3,11  (58.7267%, 87.9573%)
11,221 -> 3,5  (58.7267%, 99.86%)
3,5,11 -> 221  (58.7267%, 92.4007%)
3,5,221 -> 11  (58.7267%, 88.1021%)
3,11,221 -> 5  (58.7267%, 99.9066%)
5,11,221 -> 3  (58.7267%, 99.9533%)
4 -> 6,192  (58.6992%, 83.4243%)
6 -> 4,192  (58.6992%, 66.2024%)
192 -> 4,6  (58.6992%, 73.4799%)
4,6 -> 192  (58.6992%, 88.2062%)
4,192 -> 6  (58.6992%, 99.0736%)
6,192 -> 4  (58.6992%, 74.8425%)
11 -> 45,221  (58.6718%, 91.9966%)
45 -> 11,221  (58.6718%, 81.077%)
221 -> 11,45  (58.6718%, 81.3856%)
11,45 -> 221  (58.6718%, 92.3941%)
11,221 -> 45  (58.6718%, 99.7667%)
45,221 -> 11  (58.6718%, 93.1997%)
11 -> 174  (58.6443%, 91.9535%)
174 -> 11  (58.6443%, 91.7561%)
3 -> 11,45,221  (58.6443%, 63.2249%)
11 -> 3,45,221  (58.6443%, 91.9535%)
45 -> 3,11,221  (58.6443%, 81.0391%)
221 -> 3,11,45  (58.6443%, 81.3475%)
3,11 -> 45,221  (58.6443%, 92.1121%)
3,45 -> 11,221  (58.6443%, 81.3166%)
3,221 -> 11,45  (58.6443%, 81.6896%)
11,45 -> 3,221  (58.6443%, 92.3509%)
11,221 -> 3,45  (58.6443%, 99.72%)
45,221 -> 3,11  (58.6443%, 93.1561%)
3,11,45 -> 221  (58.6443%, 92.4708%)
3,11,221 -> 45  (58.6443%, 99.7666%)
3,45,221 -> 11  (58.6443%, 93.1967%)
11,45,221 -> 3  (58.6443%, 99.9532%)
3 -> 11,174  (58.6169%, 63.1953%)
11 -> 3,174  (58.6169%, 91.9105%)
174 -> 3,11  (58.6169%, 91.7132%)
3,11 -> 174  (58.6169%, 92.069%)
3,174 -> 11  (58.6169%, 92.3077%)
11,174 -> 3  (58.6169%, 99.9532%)
6 -> 11,174  (58.6169%, 66.1096%)
11 -> 6,174  (58.6169%, 91.9105%)
174 -> 6,11  (58.6169%, 91.7132%)
6,11 -> 174  (58.6169%, 92.0293%)
6,174 -> 11  (58.6169%, 92.2678%)
11,174 -> 6  (58.6169%, 99.9532%)
3 -> 4,6,192  (58.6169%, 63.1953%)
4 -> 3,6,192  (58.6169%, 83.3073%)
6 -> 3,4,192  (58.6169%, 66.1096%)
192 -> 3,4,6  (58.6169%, 73.3768%)
3,4 -> 6,192  (58.6169%, 84.9304%)
3,6 -> 4,192  (58.6169%, 67.1698%)
3,192 -> 4,6  (58.6169%, 74.244%)
4,6 -> 3,192  (58.6169%, 88.0825%)
4,192 -> 3,6  (58.6169%, 98.9347%)
6,192 -> 3,4  (58.6169%, 74.7376%)
3,4,6 -> 192  (58.6169%, 88.8519%)
3,4,192 -> 6  (58.6169%, 99.1183%)
3,6,192 -> 4  (58.6169%, 74.8423%)
4,6,192 -> 3  (58.6169%, 99.8597%)
5 -> 11,174  (58.5895%, 69.3858%)
11 -> 5,174  (58.5895%, 91.8675%)
174 -> 5,11  (58.5895%, 91.6702%)
5,11 -> 174  (58.5895%, 92.0259%)
5,174 -> 11  (58.5895%, 93.5173%)
11,174 -> 5  (58.5895%, 99.9064%)
11 -> 45,174  (58.5895%, 91.8675%)
45 -> 11,174  (58.5895%, 80.9632%)
174 -> 11,45  (58.5895%, 91.6702%)
11,45 -> 174  (58.5895%, 92.2645%)
11,174 -> 45  (58.5895%, 99.9064%)
45,174 -> 11  (58.5895%, 95.4403%)
3 -> 6,11,174  (58.5895%, 63.1657%)
6 -> 3,11,174  (58.5895%, 66.0786%)
11 -> 3,6,174  (58.5895%, 91.8675%)
174 -> 3,6,11  (58.5895%, 91.6702%)
3,6 -> 11,174  (58.5895%, 67.1384%)
3,11 -> 6,174  (58.5895%, 92.0259%)
3,174 -> 6,11  (58.5895%, 92.2645%)
6,11 -> 3,174  (58.5895%, 91.9862%)
6,174 -> 3,11  (58.5895%, 92.2246%)
11,174 -> 3,6  (58.5895%, 99.9064%)
3,6,11 -> 174  (58.5895%, 92.1053%)
3,6,174 -> 11  (58.5895%, 92.7052%)
3,11,174 -> 6  (58.5895%, 99.9532%)
6,11,174 -> 3  (58.5895%, 99.9532%)
3 -> 5,11,174  (58.562%, 63.1361%)
5 -> 3,11,174  (58.562%, 69.3533%)
11 -> 3,5,174  (58.562%, 91.8244%)
174 -> 3,5,11  (58.562%, 91.6273%)
3,5 -> 11,174  (58.562%, 70.6155%)
3,11 -> 5,174  (58.562%, 91.9828%)
3,174 -> 5,11  (58.562%, 92.2213%)
5,11 -> 3,174  (58.562%, 91.9828%)
5,174 -> 3,11  (58.562%, 93.4735%)
11,174 -> 3,5  (58.562%, 99.8596%)
3,5,11 -> 174  (58.562%, 92.1416%)
3,5,174 -> 11  (58.562%, 93.8434%)
3,11,174 -> 5  (58.562%, 99.9064%)
5,11,174 -> 3  (58.562%, 99.9532%)
3 -> 11,45,174  (58.562%, 63.1361%)
11 -> 3,45,174  (58.562%, 91.8244%)
45 -> 3,11,174  (58.562%, 80.9253%)
174 -> 3,11,45  (58.562%, 91.6273%)
3,11 -> 45,174  (58.562%, 91.9828%)
