Rule   (Support, Confidence) 
5,91,125 -> 3  (57.8767%, 99.705%)
33 -> 3,45,192  (57.8767%, 82.8431%)
45 -> 3,33,192  (57.8767%, 83.4568%)
192 -> 3,33,45  (57.8767%, 77.1689%)
3,33 -> 45,192  (57.8767%, 84.2893%)
3,45 -> 33,192  (57.8767%, 86.0051%)
3,192 -> 33,45  (57.8767%, 79.9054%)
33,45 -> 3,192  (57.8767%, 97.1264%)
33,192 -> 3,45  (57.8767%, 89.418%)
45,192 -> 3,33  (57.8767%, 90.1333%)
3,33,45 -> 192  (57.8767%, 98.2558%)
3,33,192 -> 45  (57.8767%, 90.1333%)
3,45,192 -> 33  (57.8767%, 91.8478%)
33,45,192 -> 3  (57.8767%, 99.1202%)
45 -> 3,91,192  (57.8767%, 83.4568%)
91 -> 3,45,192  (57.8767%, 81.8402%)
192 -> 3,45,91  (57.8767%, 77.1689%)
3,45 -> 91,192  (57.8767%, 86.0051%)
3,91 -> 45,192  (57.8767%, 86.2245%)
3,192 -> 45,91  (57.8767%, 79.9054%)
45,91 -> 3,192  (57.8767%, 97.6879%)
45,192 -> 3,91  (57.8767%, 90.1333%)
91,192 -> 3,45  (57.8767%, 86.0051%)
3,45,91 -> 192  (57.8767%, 99.4118%)
3,45,192 -> 91  (57.8767%, 91.8478%)
3,91,192 -> 45  (57.8767%, 88.4817%)
45,91,192 -> 3  (57.8767%, 99.1202%)
11 -> 3,45  (57.7055%, 96.2857%)
45 -> 3,11  (57.7055%, 83.2099%)
3,11 -> 45  (57.7055%, 97.9651%)
3,45 -> 11  (57.7055%, 85.7506%)
11,45 -> 3  (57.7055%, 98.538%)
91 -> 6,125  (57.7055%, 81.5981%)
125 -> 6,91  (57.7055%, 87.9896%)
6,91 -> 125  (57.7055%, 85.7506%)
6,125 -> 91  (57.7055%, 89.3899%)
91,125 -> 6  (57.7055%, 98.2507%)
33 -> 125,197  (57.7055%, 82.598%)
125 -> 33,197  (57.7055%, 87.9896%)
197 -> 33,125  (57.7055%, 76.5909%)
33,125 -> 197  (57.7055%, 97.1182%)
33,197 -> 125  (57.7055%, 88.2199%)
125,197 -> 33  (57.7055%, 94.6629%)
45 -> 125,197  (57.7055%, 83.2099%)
125 -> 45,197  (57.7055%, 87.9896%)
197 -> 45,125  (57.7055%, 76.5909%)
45,125 -> 197  (57.7055%, 94.3978%)
45,197 -> 125  (57.7055%, 92.8375%)
125,197 -> 45  (57.7055%, 94.6629%)
11 -> 3,6,45  (57.7055%, 96.2857%)
45 -> 3,6,11  (57.7055%, 83.2099%)
3,11 -> 6,45  (57.7055%, 97.9651%)
3,45 -> 6,11  (57.7055%, 85.7506%)
6,11 -> 3,45  (57.7055%, 96.2857%)
6,45 -> 3,11  (57.7055%, 84.8866%)
11,45 -> 3,6  (57.7055%, 98.538%)
3,6,11 -> 45  (57.7055%, 97.9651%)
3,6,45 -> 11  (57.7055%, 86.6324%)
3,11,45 -> 6  (57.7055%, 100%)
6,11,45 -> 3  (57.7055%, 98.538%)
91 -> 3,125,192  (57.7055%, 81.5981%)
125 -> 3,91,192  (57.7055%, 87.9896%)
192 -> 3,91,125  (57.7055%, 76.9406%)
3,91 -> 125,192  (57.7055%, 85.9694%)
3,125 -> 91,192  (57.7055%, 89.8667%)
3,192 -> 91,125  (57.7055%, 79.669%)
91,125 -> 3,192  (57.7055%, 98.2507%)
91,192 -> 3,125  (57.7055%, 85.7506%)
125,192 -> 3,91  (57.7055%, 90.5914%)
3,91,125 -> 192  (57.7055%, 99.7041%)
3,91,192 -> 125  (57.7055%, 88.2199%)
3,125,192 -> 91  (57.7055%, 92.0765%)
91,125,192 -> 3  (57.7055%, 99.1176%)
195 -> 197  (57.5342%, 87.9581%)
197 -> 195  (57.5342%, 76.3636%)
195 -> 5,197  (57.5342%, 87.9581%)
197 -> 5,195  (57.5342%, 76.3636%)
5,195 -> 197  (57.5342%, 89.6%)
5,197 -> 195  (57.5342%, 77.4194%)
195,197 -> 5  (57.5342%, 100%)
33 -> 45,197  (57.5342%, 82.3529%)
45 -> 33,197  (57.5342%, 82.963%)
197 -> 33,45  (57.5342%, 76.3636%)
33,45 -> 197  (57.5342%, 96.5517%)
33,197 -> 45  (57.5342%, 87.9581%)
45,197 -> 33  (57.5342%, 92.562%)
45 -> 91,197  (57.5342%, 82.963%)
91 -> 45,197  (57.5342%, 81.3559%)
197 -> 45,91  (57.5342%, 76.3636%)
45,91 -> 197  (57.5342%, 97.1098%)
45,197 -> 91  (57.5342%, 92.562%)
91,197 -> 45  (57.5342%, 86.8217%)
91 -> 3,6,125  (57.5342%, 81.3559%)
125 -> 3,6,91  (57.5342%, 87.7285%)
3,91 -> 6,125  (57.5342%, 85.7143%)
3,125 -> 6,91  (57.5342%, 89.6%)
6,91 -> 3,125  (57.5342%, 85.4962%)
6,125 -> 3,91  (57.5342%, 89.1247%)
91,125 -> 3,6  (57.5342%, 97.9592%)
3,6,91 -> 125  (57.5342%, 86.8217%)
3,6,125 -> 91  (57.5342%, 90.0804%)
3,91,125 -> 6  (57.5342%, 99.4083%)
6,91,125 -> 3  (57.5342%, 99.7033%)
174 -> 3  (57.363%, 98.5294%)
11 -> 3,5,45  (57.363%, 95.7143%)
45 -> 3,5,11  (57.363%, 82.716%)
3,5 -> 11,45  (57.363%, 71.2766%)
3,11 -> 5,45  (57.363%, 97.3837%)
3,45 -> 5,11  (57.363%, 85.2417%)
5,11 -> 3,45  (57.363%, 96.2644%)
5,45 -> 3,11  (57.363%, 85.4592%)
11,45 -> 3,5  (57.363%, 97.9532%)
3,5,11 -> 45  (57.363%, 97.9532%)
3,5,45 -> 11  (57.363%, 87.2396%)
3,11,45 -> 5  (57.363%, 99.4065%)
5,11,45 -> 3  (57.363%, 98.5294%)
33 -> 3,125,197  (57.363%, 82.1078%)
125 -> 3,33,197  (57.363%, 87.4674%)
197 -> 3,33,125  (57.363%, 76.1364%)
3,33 -> 125,197  (57.363%, 83.5411%)
3,125 -> 33,197  (57.363%, 89.3333%)
3,197 -> 33,125  (57.363%, 78.6385%)
33,125 -> 3,197  (57.363%, 96.5418%)
33,197 -> 3,125  (57.363%, 87.6963%)
125,197 -> 3,33  (57.363%, 94.1011%)
3,33,125 -> 197  (57.363%, 97.3837%)
3,33,197 -> 125  (57.363%, 88.3905%)
3,125,197 -> 33  (57.363%, 94.9008%)
33,125,197 -> 3  (57.363%, 99.4065%)
195 -> 6,197  (57.1918%, 87.4346%)
197 -> 6,195  (57.1918%, 75.9091%)
6,195 -> 197  (57.1918%, 89.0667%)
6,197 -> 195  (57.1918%, 76.7816%)
195,197 -> 6  (57.1918%, 99.4048%)
45 -> 3,125,197  (57.1918%, 82.4691%)
125 -> 3,45,197  (57.1918%, 87.2063%)
197 -> 3,45,125  (57.1918%, 75.9091%)
3,45 -> 125,197  (57.1918%, 84.9873%)
3,125 -> 45,197  (57.1918%, 89.0667%)
3,197 -> 45,125  (57.1918%, 78.4038%)
45,125 -> 3,197  (57.1918%, 93.5574%)
45,197 -> 3,125  (57.1918%, 92.011%)
125,197 -> 3,45  (57.1918%, 93.8202%)
3,45,125 -> 197  (57.1918%, 95.1567%)
3,45,197 -> 125  (57.1918%, 93.5574%)
3,125,197 -> 45  (57.1918%, 94.6176%)
45,125,197 -> 3  (57.1918%, 99.1098%)
11 -> 192  (57.0205%, 95.1429%)
192 -> 11  (57.0205%, 76.0274%)
174 -> 3,6  (57.0205%, 97.9412%)
3,174 -> 6  (57.0205%, 99.403%)
6,174 -> 3  (57.0205%, 98.5207%)
11 -> 5,192  (57.0205%, 95.1429%)
192 -> 5,11  (57.0205%, 76.0274%)
5,11 -> 192  (57.0205%, 95.6897%)
5,192 -> 11  (57.0205%, 78.169%)
11,192 -> 5  (57.0205%, 100%)
11 -> 6,192  (57.0205%, 95.1429%)
192 -> 6,11  (57.0205%, 76.0274%)
6,11 -> 192  (57.0205%, 95.1429%)
6,192 -> 11  (57.0205%, 78.3529%)
11,192 -> 6  (57.0205%, 100%)
91 -> 125,197  (57.0205%, 80.6295%)
125 -> 91,197  (57.0205%, 86.9452%)
197 -> 91,125  (57.0205%, 75.6818%)
91,125 -> 197  (57.0205%, 97.0845%)
91,197 -> 125  (57.0205%, 86.0465%)
125,197 -> 91  (57.0205%, 93.5393%)
33 -> 3,45,197  (57.0205%, 81.6176%)
45 -> 3,33,197  (57.0205%, 82.2222%)
197 -> 3,33,45  (57.0205%, 75.6818%)
3,33 -> 45,197  (57.0205%, 83.0424%)
3,45 -> 33,197  (57.0205%, 84.7328%)
3,197 -> 33,45  (57.0205%, 78.169%)
33,45 -> 3,197  (57.0205%, 95.6897%)
33,197 -> 3,45  (57.0205%, 87.1728%)
45,197 -> 3,33  (57.0205%, 91.7355%)
3,33,45 -> 197  (57.0205%, 96.8023%)
3,33,197 -> 45  (57.0205%, 87.8628%)
3,45,197 -> 33  (57.0205%, 93.2773%)
33,45,197 -> 3  (57.0205%, 99.1071%)
45 -> 3,91,197  (57.0205%, 82.2222%)
91 -> 3,45,197  (57.0205%, 80.6295%)
197 -> 3,45,91  (57.0205%, 75.6818%)
3,45 -> 91,197  (57.0205%, 84.7328%)
3,91 -> 45,197  (57.0205%, 84.949%)
3,197 -> 45,91  (57.0205%, 78.169%)
45,91 -> 3,197  (57.0205%, 96.2428%)
45,197 -> 3,91  (57.0205%, 91.7355%)
91,197 -> 3,45  (57.0205%, 86.0465%)
3,45,91 -> 197  (57.0205%, 97.9412%)
3,45,197 -> 91  (57.0205%, 93.2773%)
3,91,197 -> 45  (57.0205%, 87.4016%)
45,91,197 -> 3  (57.0205%, 99.1071%)
174 -> 5  (56.8493%, 97.6471%)
91 -> 3,125,197  (56.8493%, 80.3874%)
125 -> 3,91,197  (56.8493%, 86.6841%)
197 -> 3,91,125  (56.8493%, 75.4545%)
3,91 -> 125,197  (56.8493%, 84.6939%)
3,125 -> 91,197  (56.8493%, 88.5333%)
3,197 -> 91,125  (56.8493%, 77.9343%)
91,125 -> 3,197  (56.8493%, 96.793%)
91,197 -> 3,125  (56.8493%, 85.7881%)
125,197 -> 3,91  (56.8493%, 93.2584%)
3,91,125 -> 197  (56.8493%, 98.2249%)
3,91,197 -> 125  (56.8493%, 87.1391%)
3,125,197 -> 91  (56.8493%, 94.051%)
91,125,197 -> 3  (56.8493%, 99.6997%)
4 -> 3,6  (56.6781%, 89.4595%)
3,4 -> 6  (56.6781%, 94.302%)
4,6 -> 3  (56.6781%, 95.389%)
11 -> 3,192  (56.5068%, 94.2857%)
192 -> 3,11  (56.5068%, 75.3425%)
3,11 -> 192  (56.5068%, 95.9302%)
3,192 -> 11  (56.5068%, 78.0142%)
11,192 -> 3  (56.5068%, 99.0991%)
174 -> 5,6  (56.5068%, 97.0588%)
5,174 -> 6  (56.5068%, 99.3976%)
6,174 -> 5  (56.5068%, 97.6331%)
11 -> 3,5,192  (56.5068%, 94.2857%)
192 -> 3,5,11  (56.5068%, 75.3425%)
3,5 -> 11,192  (56.5068%, 70.2128%)
3,11 -> 5,192  (56.5068%, 95.9302%)
3,192 -> 5,11  (56.5068%, 78.0142%)
5,11 -> 3,192  (56.5068%, 94.8276%)
5,192 -> 3,11  (56.5068%, 77.4648%)
11,192 -> 3,5  (56.5068%, 99.0991%)
3,5,11 -> 192  (56.5068%, 96.4912%)
3,5,192 -> 11  (56.5068%, 78.3848%)
3,11,192 -> 5  (56.5068%, 100%)
5,11,192 -> 3  (56.5068%, 99.0991%)
11 -> 3,6,192  (56.5068%, 94.2857%)
192 -> 3,6,11  (56.5068%, 75.3425%)
3,11 -> 6,192  (56.5068%, 95.9302%)
3,192 -> 6,11  (56.5068%, 78.0142%)
6,11 -> 3,192  (56.5068%, 94.2857%)
6,192 -> 3,11  (56.5068%, 77.6471%)
11,192 -> 3,6  (56.5068%, 99.0991%)
3,6,11 -> 192  (56.5068%, 95.9302%)
3,6,192 -> 11  (56.5068%, 78.5714%)
3,11,192 -> 6  (56.5068%, 100%)
6,11,192 -> 3  (56.5068%, 99.0991%)
33 -> 45,125  (56.3356%, 80.6373%)
45 -> 33,125  (56.3356%, 81.2346%)
125 -> 33,45  (56.3356%, 85.9008%)
33,45 -> 125  (56.3356%, 94.5402%)
33,125 -> 45  (56.3356%, 94.8127%)
45,125 -> 33  (56.3356%, 92.1569%)
174 -> 3,5  (56.1644%, 96.4706%)
3,174 -> 5  (56.1644%, 97.9104%)
5,174 -> 3  (56.1644%, 98.7952%)
11 -> 45,192  (56.1644%, 93.7143%)
45 -> 11,192  (56.1644%, 80.9877%)
192 -> 11,45  (56.1644%, 74.8858%)
11,45 -> 192  (56.1644%, 95.9064%)
11,192 -> 45  (56.1644%, 98.4985%)
45,192 -> 11  (56.1644%, 87.4667%)
45 -> 174  (55.9932%, 80.7407%)
174 -> 45  (55.9932%, 96.1765%)
195 -> 3,197  (55.9932%, 85.6021%)
197 -> 3,195  (55.9932%, 74.3182%)
3,195 -> 197  (55.9932%, 88.8587%)
3,197 -> 195  (55.9932%, 76.7606%)
195,197 -> 3  (55.9932%, 97.3214%)
195 -> 3,5,197  (55.9932%, 85.6021%)
197 -> 3,5,195  (55.9932%, 74.3182%)
3,195 -> 5,197  (55.9932%, 88.8587%)
3,197 -> 5,195  (55.9932%, 76.7606%)
5,195 -> 3,197  (55.9932%, 87.2%)
5,197 -> 3,195  (55.9932%, 75.3456%)
195,197 -> 3,5  (55.9932%, 97.3214%)
3,5,195 -> 197  (55.9932%, 90.0826%)
3,5,197 -> 195  (55.9932%, 77.6722%)
3,195,197 -> 5  (55.9932%, 100%)
5,195,197 -> 3  (55.9932%, 97.3214%)
11 -> 197  (55.8219%, 93.1429%)
197 -> 11  (55.8219%, 74.0909%)
11 -> 5,197  (55.8219%, 93.1429%)
197 -> 5,11  (55.8219%, 74.0909%)
5,11 -> 197  (55.8219%, 93.6782%)
5,197 -> 11  (55.8219%, 75.1152%)
11,197 -> 5  (55.8219%, 100%)
11 -> 6,197  (55.8219%, 93.1429%)
197 -> 6,11  (55.8219%, 74.0909%)
6,11 -> 197  (55.8219%, 93.1429%)
6,197 -> 11  (55.8219%, 74.9425%)
11,197 -> 6  (55.8219%, 100%)
174 -> 3,5,6  (55.8219%, 95.8824%)
3,174 -> 5,6  (55.8219%, 97.3134%)
5,174 -> 3,6  (55.8219%, 98.1928%)
6,174 -> 3,5  (55.8219%, 96.4497%)
3,5,6 -> 174  (55.8219%, 70.5628%)
3,5,174 -> 6  (55.8219%, 99.3902%)
3,6,174 -> 5  (55.8219%, 97.8979%)
5,6,174 -> 3  (55.8219%, 98.7879%)
33 -> 3,45,125  (55.8219%, 79.902%)
45 -> 3,33,125  (55.8219%, 80.4938%)
125 -> 3,33,45  (55.8219%, 85.1175%)
3,33 -> 45,125  (55.8219%, 81.2968%)
3,45 -> 33,125  (55.8219%, 82.9517%)
3,125 -> 33,45  (55.8219%, 86.9333%)
33,45 -> 3,125  (55.8219%, 93.6782%)
33,125 -> 3,45  (55.8219%, 93.9481%)
45,125 -> 3,33  (55.8219%, 91.3165%)
3,33,45 -> 125  (55.8219%, 94.7674%)
3,33,125 -> 45  (55.8219%, 94.7674%)
3,45,125 -> 33  (55.8219%, 92.8775%)
33,45,125 -> 3  (55.8219%, 99.0881%)
45 -> 6,174  (55.6507%, 80.2469%)
174 -> 6,45  (55.6507%, 95.5882%)
6,45 -> 174  (55.6507%, 81.864%)
6,174 -> 45  (55.6507%, 96.1538%)
45,174 -> 6  (55.6507%, 99.3884%)
45 -> 91,125  (55.6507%, 80.2469%)
91 -> 45,125  (55.6507%, 78.6925%)
125 -> 45,91  (55.6507%, 84.8564%)
45,91 -> 125  (55.6507%, 93.9306%)
45,125 -> 91  (55.6507%, 91.0364%)
91,125 -> 45  (55.6507%, 94.7522%)
195 -> 3,6,197  (55.6507%, 85.0785%)
197 -> 3,6,195  (55.6507%, 73.8636%)
3,195 -> 6,197  (55.6507%, 88.3152%)
3,197 -> 6,195  (55.6507%, 76.2911%)
6,195 -> 3,197  (55.6507%, 86.6667%)
6,197 -> 3,195  (55.6507%, 74.7126%)
195,197 -> 3,6  (55.6507%, 96.7262%)
3,6,195 -> 197  (55.6507%, 89.5317%)
3,6,197 -> 195  (55.6507%, 77.1971%)
3,195,197 -> 6  (55.6507%, 99.3884%)
6,195,197 -> 3  (55.6507%, 97.3054%)
11 -> 3,45,192  (55.6507%, 92.8571%)
45 -> 3,11,192  (55.6507%, 80.2469%)
192 -> 3,11,45  (55.6507%, 74.2009%)
3,11 -> 45,192  (55.6507%, 94.4767%)
3,45 -> 11,192  (55.6507%, 82.6972%)
3,192 -> 11,45  (55.6507%, 76.8322%)
11,45 -> 3,192  (55.6507%, 95.0292%)
11,192 -> 3,45  (55.6507%, 97.5976%)
45,192 -> 3,11  (55.6507%, 86.6667%)
3,11,45 -> 192  (55.6507%, 96.4392%)
3,11,192 -> 45  (55.6507%, 98.4848%)
3,45,192 -> 11  (55.6507%, 88.3152%)
11,45,192 -> 3  (55.6507%, 99.0854%)
11 -> 33  (55.4795%, 92.5714%)
33 -> 11  (55.4795%, 79.4118%)
192 -> 195  (55.4795%, 73.9726%)
195 -> 192  (55.4795%, 84.8168%)
11 -> 5,33  (55.4795%, 92.5714%)
33 -> 5,11  (55.4795%, 79.4118%)
5,11 -> 33  (55.4795%, 93.1034%)
5,33 -> 11  (55.4795%, 80.397%)
11,33 -> 5  (55.4795%, 100%)
192 -> 5,195  (55.4795%, 73.9726%)
195 -> 5,192  (55.4795%, 84.8168%)
5,192 -> 195  (55.4795%, 76.0563%)
5,195 -> 192  (55.4795%, 86.4%)
192,195 -> 5  (55.4795%, 100%)
11 -> 6,33  (55.4795%, 92.5714%)
33 -> 6,11  (55.4795%, 79.4118%)
6,11 -> 33  (55.4795%, 92.5714%)
6,33 -> 11  (55.4795%, 79.803%)
11,33 -> 6  (55.4795%, 100%)
33 -> 91,125  (55.4795%, 79.4118%)
91 -> 33,125  (55.4795%, 78.4504%)
125 -> 33,91  (55.4795%, 84.5953%)
33,91 -> 125  (55.4795%, 91.7847%)
33,125 -> 91  (55.4795%, 93.3718%)
91,125 -> 33  (55.4795%, 94.4606%)
11 -> 125  (55.3082%, 92.2857%)
125 -> 11  (55.3082%, 84.3342%)
45 -> 3,174  (55.3082%, 79.7531%)
174 -> 3,45  (55.3082%, 95%)
3,45 -> 174  (55.3082%, 82.1883%)
3,174 -> 45  (55.3082%, 96.4179%)
45,174 -> 3  (55.3082%, 98.7768%)
11 -> 5,125  (55.3082%, 92.2857%)
125 -> 5,11  (55.3082%, 84.3342%)
5,11 -> 125  (55.3082%, 92.8161%)
5,125 -> 11  (55.3082%, 85.4497%)
11,125 -> 5  (55.3082%, 100%)
11 -> 6,125  (55.3082%, 92.2857%)
125 -> 6,11  (55.3082%, 84.3342%)
6,11 -> 125  (55.3082%, 92.2857%)
6,125 -> 11  (55.3082%, 85.6764%)
11,125 -> 6  (55.3082%, 100%)
11 -> 45,197  (55.3082%, 92.2857%)
45 -> 11,197  (55.3082%, 79.7531%)
197 -> 11,45  (55.3082%, 73.4091%)
11,45 -> 197  (55.3082%, 94.4444%)
11,197 -> 45  (55.3082%, 99.0798%)
45,197 -> 11  (55.3082%, 88.9807%)
33 -> 3,91,125  (55.3082%, 79.1667%)
91 -> 3,33,125  (55.3082%, 78.2082%)
125 -> 3,33,91  (55.3082%, 84.3342%)
3,33 -> 91,125  (55.3082%, 80.5486%)
3,91 -> 33,125  (55.3082%, 82.398%)
3,125 -> 33,91  (55.3082%, 86.1333%)
33,91 -> 3,125  (55.3082%, 91.5014%)
33,125 -> 3,91  (55.3082%, 93.0836%)
91,125 -> 3,33  (55.3082%, 94.1691%)
3,33,91 -> 125  (55.3082%, 92.0228%)
3,33,125 -> 91  (55.3082%, 93.8953%)
3,91,125 -> 33  (55.3082%, 95.5621%)
33,91,125 -> 3  (55.3082%, 99.6914%)
11 -> 3,197  (55.137%, 92%)
197 -> 3,11  (55.137%, 73.1818%)
3,11 -> 197  (55.137%, 93.6047%)
3,197 -> 11  (55.137%, 75.5869%)
11,197 -> 3  (55.137%, 98.773%)
192 -> 6,195  (55.137%, 73.516%)
195 -> 6,192  (55.137%, 84.2932%)
6,192 -> 195  (55.137%, 75.7647%)
6,195 -> 192  (55.137%, 85.8667%)
192,195 -> 6  (55.137%, 99.3827%)
11 -> 192,197  (55.137%, 92%)
192 -> 11,197  (55.137%, 73.516%)
197 -> 11,192  (55.137%, 73.1818%)
11,192 -> 197  (55.137%, 96.6967%)
11,197 -> 192  (55.137%, 98.773%)
192,197 -> 11  (55.137%, 79.9007%)
11 -> 3,5,197  (55.137%, 92%)
197 -> 3,5,11  (55.137%, 73.1818%)
3,11 -> 5,197  (55.137%, 93.6047%)
3,197 -> 5,11  (55.137%, 75.5869%)
5,11 -> 3,197  (55.137%, 92.5287%)
5,197 -> 3,11  (55.137%, 74.1935%)
11,197 -> 3,5  (55.137%, 98.773%)
3,5,11 -> 197  (55.137%, 94.152%)
3,5,197 -> 11  (55.137%, 76.4846%)
3,11,197 -> 5  (55.137%, 100%)
5,11,197 -> 3  (55.137%, 98.773%)
11 -> 3,6,197  (55.137%, 92%)
197 -> 3,6,11  (55.137%, 73.1818%)
3,11 -> 6,197  (55.137%, 93.6047%)
3,197 -> 6,11  (55.137%, 75.5869%)
6,11 -> 3,197  (55.137%, 92%)
6,197 -> 3,11  (55.137%, 74.023%)
11,197 -> 3,6  (55.137%, 98.773%)
3,6,11 -> 197  (55.137%, 93.6047%)
3,6,197 -> 11  (55.137%, 76.4846%)
3,11,197 -> 6  (55.137%, 100%)
6,11,197 -> 3  (55.137%, 98.773%)
45 -> 3,91,125  (55.137%, 79.5062%)
91 -> 3,45,125  (55.137%, 77.9661%)
125 -> 3,45,91  (55.137%, 84.0731%)
3,45 -> 91,125  (55.137%, 81.9338%)
3,91 -> 45,125  (55.137%, 82.1429%)
3,125 -> 45,91  (55.137%, 85.8667%)
45,91 -> 3,125  (55.137%, 93.0636%)
45,125 -> 3,91  (55.137%, 90.1961%)
91,125 -> 3,45  (55.137%, 93.8776%)
3,45,91 -> 125  (55.137%, 94.7059%)
3,45,125 -> 91  (55.137%, 91.7379%)
3,91,125 -> 45  (55.137%, 95.2663%)
45,91,125 -> 3  (55.137%, 99.0769%)
221 -> 5  (54.9658%, 90.678%)
11 -> 3,33  (54.9658%, 91.7143%)
33 -> 3,11  (54.9658%, 78.6765%)
3,11 -> 33  (54.9658%, 93.314%)
3,33 -> 11  (54.9658%, 80.0499%)
11,33 -> 3  (54.9658%, 99.0741%)
192 -> 3,195  (54.9658%, 73.2877%)
195 -> 3,192  (54.9658%, 84.0314%)
3,192 -> 195  (54.9658%, 75.8865%)
3,195 -> 192  (54.9658%, 87.2283%)
192,195 -> 3  (54.9658%, 99.0741%)
45 -> 5,174  (54.9658%, 79.2593%)
174 -> 5,45  (54.9658%, 94.4118%)
5,45 -> 174  (54.9658%, 81.8878%)
5,174 -> 45  (54.9658%, 96.6867%)
45,174 -> 5  (54.9658%, 98.1651%)
11 -> 3,5,33  (54.9658%, 91.7143%)
33 -> 3,5,11  (54.9658%, 78.6765%)
3,11 -> 5,33  (54.9658%, 93.314%)
3,33 -> 5,11  (54.9658%, 80.0499%)
5,11 -> 3,33  (54.9658%, 92.2414%)
5,33 -> 3,11  (54.9658%, 79.6526%)
11,33 -> 3,5  (54.9658%, 99.0741%)
3,5,11 -> 33  (54.9658%, 93.8596%)
3,5,33 -> 11  (54.9658%, 80.6533%)
3,11,33 -> 5  (54.9658%, 100%)
5,11,33 -> 3  (54.9658%, 99.0741%)
192 -> 3,5,195  (54.9658%, 73.2877%)
195 -> 3,5,192  (54.9658%, 84.0314%)
3,192 -> 5,195  (54.9658%, 75.8865%)
3,195 -> 5,192  (54.9658%, 87.2283%)
5,192 -> 3,195  (54.9658%, 75.3521%)
5,195 -> 3,192  (54.9658%, 85.6%)
192,195 -> 3,5  (54.9658%, 99.0741%)
3,5,192 -> 195  (54.9658%, 76.247%)
3,5,195 -> 192  (54.9658%, 88.4298%)
3,192,195 -> 5  (54.9658%, 100%)
5,192,195 -> 3  (54.9658%, 99.0741%)
11 -> 3,6,33  (54.9658%, 91.7143%)
33 -> 3,6,11  (54.9658%, 78.6765%)
3,11 -> 6,33  (54.9658%, 93.314%)
3,33 -> 6,11  (54.9658%, 80.0499%)
6,11 -> 3,33  (54.9658%, 91.7143%)
6,33 -> 3,11  (54.9658%, 79.064%)
11,33 -> 3,6  (54.9658%, 99.0741%)
3,6,11 -> 33  (54.9658%, 93.314%)
3,6,33 -> 11  (54.9658%, 80.25%)
3,11,33 -> 6  (54.9658%, 100%)
6,11,33 -> 3  (54.9658%, 99.0741%)
45 -> 3,6,174  (54.9658%, 79.2593%)
174 -> 3,6,45  (54.9658%, 94.4118%)
3,45 -> 6,174  (54.9658%, 81.6794%)
3,174 -> 6,45  (54.9658%, 95.8209%)
6,45 -> 3,174  (54.9658%, 80.8564%)
6,174 -> 3,45  (54.9658%, 94.9704%)
45,174 -> 3,6  (54.9658%, 98.1651%)
3,6,45 -> 174  (54.9658%, 82.5193%)
3,6,174 -> 45  (54.9658%, 96.3964%)
3,45,174 -> 6  (54.9658%, 99.3808%)
6,45,174 -> 3  (54.9658%, 98.7692%)
4 -> 5  (54.7945%, 86.4865%)
221 -> 5,6  (54.7945%, 90.3955%)
5,221 -> 6  (54.7945%, 99.6885%)
6,221 -> 5  (54.7945%, 91.6905%)
33 -> 45,91  (54.7945%, 78.4314%)
45 -> 33,91  (54.7945%, 79.0123%)
91 -> 33,45  (54.7945%, 77.4818%)
33,45 -> 91  (54.7945%, 91.954%)
33,91 -> 45  (54.7945%, 90.6516%)
45,91 -> 33  (54.7945%, 92.4855%)
11 -> 3,45,197  (54.7945%, 91.4286%)
45 -> 3,11,197  (54.7945%, 79.0123%)
197 -> 3,11,45  (54.7945%, 72.7273%)
3,11 -> 45,197  (54.7945%, 93.0233%)
3,45 -> 11,197  (54.7945%, 81.4249%)
3,197 -> 11,45  (54.7945%, 75.1174%)
11,45 -> 3,197  (54.7945%, 93.5673%)
11,197 -> 3,45  (54.7945%, 98.1595%)
45,197 -> 3,11  (54.7945%, 88.1543%)
3,11,45 -> 197  (54.7945%, 94.9555%)
3,11,197 -> 45  (54.7945%, 99.3789%)
3,45,197 -> 11  (54.7945%, 89.6359%)
11,45,197 -> 3  (54.7945%, 99.0712%)
11 -> 3,192,197  (54.7945%, 91.4286%)
192 -> 3,11,197  (54.7945%, 73.0594%)
197 -> 3,11,192  (54.7945%, 72.7273%)
3,11 -> 192,197  (54.7945%, 93.0233%)
3,192 -> 11,197  (54.7945%, 75.6501%)
3,197 -> 11,192  (54.7945%, 75.1174%)
11,192 -> 3,197  (54.7945%, 96.0961%)
11,197 -> 3,192  (54.7945%, 98.1595%)
192,197 -> 3,11  (54.7945%, 79.4045%)
3,11,192 -> 197  (54.7945%, 96.9697%)
3,11,197 -> 192  (54.7945%, 99.3789%)
3,192,197 -> 11  (54.7945%, 80.2005%)
11,192,197 -> 3  (54.7945%, 99.3789%)
11 -> 3,125  (54.6233%, 91.1429%)
125 -> 3,11  (54.6233%, 83.2898%)
3,11 -> 125  (54.6233%, 92.7326%)
3,125 -> 11  (54.6233%, 85.0667%)
11,125 -> 3  (54.6233%, 98.7616%)
11 -> 33,45  (54.6233%, 91.1429%)
33 -> 11,45  (54.6233%, 78.1863%)
45 -> 11,33  (54.6233%, 78.7654%)
11,33 -> 45  (54.6233%, 98.4568%)
11,45 -> 33  (54.6233%, 93.2749%)
33,45 -> 11  (54.6233%, 91.6667%)
11 -> 45,125  (54.6233%, 91.1429%)
45 -> 11,125  (54.6233%, 78.7654%)
